Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,"Tactical Missile Corporation, AO GNPP “Region”",,"10 Turaevo I.Z., Lytkarino City",Moscow Region,,140080,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"GNPP Region, PAO; Aktsionernoe Obshchestvo “Gosudarstvennoe Nauchno-Proizvodstvennoe Predpriyatie “Region,”; and “Region” Scientific & Production Enterprise JSC",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, AO TMKB “Soyuz”",,"10 Turaevo I.Z., Lytkarino City",Moscow Region,,140080,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Turaevskoe MKB “Soyuz”; Aktsionernoe Obshchestvo Turaevskoe Mashinostroitelnoe Konstruktorskoe Byuro “Soyuz”; Soyuz PAO; and JSC “Turaevskoe Machine-Building Design Bureau “Soyuz,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Azov Optical and Mechanical Plant",,"5 Promyshlennaya Street, Azov, Rostovskaya Oblast",,,346780,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,PPO Azovski Optiko-Mekhanicheski Zavod; Pervichnaya Profsoyuznaya Organizatsiya “Azovski Optiko-Mekhanicheski Zavod” Rossiskogo Profsoyuza Rabotnikov Promyshlennosti; and JSC AOMZ).,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, “Central Design Bureau of Automation”",,"24A Kosmicheski Prospekt, Omsk, Omskaya Oblast 44027",,,44027,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC “TsKBA”; AO “TsKBA”; and Aktsionernoe Obshchestvo “Tsentralnoe Konstruktorskoe Byuro Avtomatiki”,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Concern “MPO – Gidropribor”",,"24, Sampsonievskiy pr.",St. Petersburg,,194044,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Joint Stock Company Concern Sea Underwater Weapons Gidropribor; and Research Institute “Gidpropridor”; Central Research Institute “Gidropribor”,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Avangard",,"78 Oktyabrskaya Street, Safonovo, Smolensk region",,,215500,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Concern Granit-Electron",,3 Gospitalnaya St.,St. Petersburg,,191014,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Elektrotyaga",,50-A Kalinina Str.,St. Petersburg,,198095,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Electric Traction; and ZAO Elekrotjaga,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company GosNIIMash",,"11 Sverdlova Prospekt, Dzerzhinsk Nizhegorodskaya Oblast  606002",,,606002,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"PPO Rosprofprom V “GOSNIIMASH”; State Research Institute of Mechanical Engineering; Pervichnaya Profsoyuznaya Organizatsiya Rossiskogo Profsoyuza Rabotnikov Promyshlennosti V “GOSNIIMASH”; Joint Stock Company “State Research Institute of Mechanical Engineering"" named after V.V. Bakhirev”;  and SKB DNIKhTI",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, JSC “KRASNY GIDROPRESS”",,"3 Severnaya Place, Taganrog, Rostovskaya Oblast  ",,,347928,Russia,87 FR 20299,4/7/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"Aktsionernoe Obshchestvo “Krasny Gidropress,”; Krasny Gidropress, PAO; Red Hydraulic Press; Krasny Gidropress JSC; and Taganrog Krasnyy Gidropress Plan",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company PA Strela",,"26 Shevchenko str., Orenburg",,,460005,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Production Association Strela,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company “Plant Dagdiesel”",,"1 Lenina Street, Kaspiysk, Republic of Dagestan  368300",,,368300,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Plant Kulakov",,12 Yablochkova Street,St. Petersburg,,197198,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC Plant Named After A.A. Kulakov,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Ravenstvo",,19 Promyshlennaya Street,St. Petersburg,,198099,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Joint-Stock Company Ravenstvo; Equality,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Ravenstvo-service",,19 Promyshlennaya Street,St. Petersburg,,198099,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint-Stock Company “Research Center for Automated Design",,"37 Leningradsky Prospekt, Room 12",Moscow,,125167,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,NIC ASK; and ASK JSC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company “Salute”",,"20 Moskovskoe Shosse, Samara",,,443028,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Saratov Radio Instrument Plant",,"108 50 Years of October, Saratov",,,410040,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tactical Missile Corporation Joint Stock Company “Scientific Research Institute of Marine Heat Engineering”,,"44 Chernikova Street, Lomonosov",St. Petersburg,,198412,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Research Institute of Morteplotehniki,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company Severny Press",,7 Tallinskaya Street,St. Petersburg,,195196,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Northern Press,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company “State Machine Building Design Bureau “Vympel” By Name I.I.Toropov”",,90 Voloklamskoe Shosse,Moscow,,125424,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,AO Gos MKB “Vympel” named for II Toropov; and Vympel NPO,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Joint Stock Company “URALELEMENT”",,"24 Dmitrieva St., Verkhny Ufaley, Chelyabinsk region ",,,456800,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Verkhneufalei Plant “Uralelement”,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, KB Mashinostroeniya",,"42 Oksky Prospect, Kolomna",Moscow Region,,140402,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC Research and Production Corporation Design Bureau of Mechanical Engineering; and JSC NPK KBM,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, NPO Electromechanics",,"31 Mendeleev Street, Chelyabinsk region",,,456320,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, NPO Lightning",,5K1 Lodochnaya Street,Moscow,,,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"Research and Production Association Lightning, JSC NPO Molniya",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Petrovsky Electromechanical Plant “Molot”",,"40 Gogol Street, Petrovsk, Saratov Region",,,412541,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, PJSC ANPP Temp Avia",,"26 G. Arzamas G.Arzamas. Street, Kirov, Nizhny Novgorod ",,,607220,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,ANPP “TEMP AVIA”; Public Joint Stock Company “Arzamas Research and Production Enterprise”; TEMP-AVIA; ANPP TEMP AIR; Joint Stock Company “Arzamas Research And Production Enterprise “TEMP-AVIA”;  and,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, PJSC “MBDB “ISKRA”",,35 Leningradsky Prospekt,,Moscow,125284,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Aktsionernoe Obshchestvo “Mashinostroitelnoe Konstruktorskoe Byuro “Iskra” Imeni Ivana Ivanovicha Kartukova”; and AO MKB “ISKRA”,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Raduga Design Bureau",,"2A Zhukovskogo, Dubna, Moscowvskaya Oblast ",,,141983,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"AO “GosMKB “Raduga” IM. A.Ya.Bereznyaka,”; -Joint Stock Company “State Machine-Building Design Bureau “Raduga,”; MKB Raduga; and GosMKB ""Rainbow"" them. AND I. Bereznyak",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, RKB Globus",,6 Vysokovoltnaya Street,Ryazan,,390013,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC Ryazan Design Bureau Globus; and Federal State Unitary Enterprise RKB Globus,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Smolensk Aviation Plant",,74 Frunze Street, Smolensk,,214006,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC “SmAZ”,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, TRV Engineering",,"2A Ordzhonikidze Street, Korolev",Moscow Region,,,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Zvezda-Strela Trading House LLC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Ural Design Bureau “Detal”",,"8 Pionerskaya Street, Kamensk-Uralski, Sverdlovskaya Oblast  ",,,623409,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,"Joint-Stock Company ""Ural Design Bureau “Detal”; Aktsionernoe Obshchestvo “Uralskoe Proektno-Konstruktorskoe Byuro “Detal”; AO UPKB “Detal”; and Uralskoe Proektno-Konstruktorskoe Byuro Detal, Pao",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Tactical Missile Corporation, Zvezda-Strela Limited Liability Company",,"3 Taganrog Severnaya Square, Rostov Region",,,347928,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,Star Arrow; and Zvezda-Arrow Corporation,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tambov Plant (TZ) “October”,,"1 Bastionaya Street, Tambov, Tambovskaya Oblast",,,392029,Russia,87 FR 20299,4/7/2022,,,For all items subject to the EAR (See § 744.11 of the EAR),Policy of denial. ,,,,,,,,,,,,Tambov Plant (TZ) October JSC; and JSC Octayabr,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Turayev Machine Building Design Bureau Soyuz,,"10 Turaevo I.Z., Lytkarino",Moscow Region,,140080,Russia,87 FR 20299,4/7/2022,,,For all items subject to the EAR (See § 744.11 of the EAR),Policy of denial. ,,,,,,,,,,,,TMBDB SoyuZ PJSC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,United Shipbuilding Corporation “Production Association Northern Machine Building Enterprise”,,"58 Archangelskoye Shosse, Severodvinsk, Archangelsk Region",,,164500,Russia,87 FR 20299; 87 FR 34136,4/7/2022; 6/6/2022,,,"All items subject to the EAR.  (See §§ 734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",,,,,,,,,,,,JSC PO Sevmash,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Zhukovskiy Central Aerohydrodynamics Institute,,"1 Zhukovsky Street, Zhukovsky",Moscow Region,,140180,Russia,87 FR 20299,4/7/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)",Policy of denial. ,,,,,,,,,,,,TsAGI; and The Central Aerohydrodynamic Institute named after N.E. Zhukovsky,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Joint Stock Company Eleron,,11 Kalinina Per.,Minsk,,220012,Belarus,87 FR 34157,6/6/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e) ",,,,,,,,,,,,"JSC FCS&HT “SNPO ""Eleron”; and SNPO Eleron",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"A.A. Kharkevich Institute for Information Transmission Problems (IITP), Russian Academy of Sciences (RAS)",,"19 Bolshoi Karetny, building 1",Moscow,,127051,Russia,87 FR 34157,6/6/2022,,,For all items subject to the EAR (See §744.11 of the EAR.,Policy of denial.,,,,,,,,,,,,Institute for Information Transmission Problems and Institut Problem Peredachi Informatsii RAN,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ak Bars Holding,,"58a Korolenko St., Kazan, Republic of Tatarstan, ",,,420094,Russia,87 FR 34157,6/6/2022,,,For all items subject to the EAR (See §744.11 of the EAR.,Policy of denial.,,,,,,,,,,,,Holding Company Ak Bars,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,AO Rubin,,8 11 Line of Vasilievsky Island,St. Petersburg,,199034,Russia,87 FR 34157,6/6/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e) ",,,,,,,,,,,,"Aktsionernoe Obshchestvo Rubin, Rubin ZAO",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Branch of AO Company Sukhoi Yuri Gagarin Komsomolsk on Amur Aircraft Plant,,"5 Skakovaya Street, Building 3",Moscow,,125040,Russia,87 FR 34157,6/6/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e) ",,,,,,,,,,,,KNAAZ; and Aviation Holding Company AKhK24912 Sukhoi,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Branch of PAO Il – Aviastar,,"1 Prospect Antonova, Ulyanovsk, Ulanovsk Oblast",,,432072,Russia,87 FR 34157,6/6/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e) ",,,,,,,,,,,,Aviastar-SP,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Branch of RSK MiG Nizhny Novgorod Aircraft Construction Plant Sokol,,"1 Chaadaeva Street, Nizhny Novgorod Oblast",Nizhny Novgorod,,603035,Russia,87 FR 34157,6/6/2022,,,"For all items subject to the EAR. (See §§734.9(g),3 746.8(a)(3), and 744.21(b) of the EAR.)","Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e) ",,,,,,,,,,,,NAZ Sokol,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
